Code,CourseCode,CourseName,Section,Week,StartTime,EndTime,Room,Instructor
2653b,LANG 1003S,English for University Studies II,T09,Fr,1500,1620,"Rm 2129A, Lift 19","MA, Kwong Wai Bruce"
2654a,LANG 1003S,English for University Studies II,T10,Tu,1500,1620,"Rm 2130A, Lift 19","YU, Anna Po Shan"
2654b,LANG 1003S,English for University Studies II,T10,Th,1500,1620,"Rm 2130A, Lift 19","YU, Anna Po Shan"
2655a,LANG 1003S,English for University Studies II,T11,Tu,1500,1620,"Rm 2130B, Lift 19","CHAN, Yee Him"
2655b,LANG 1003S,English for University Studies II,T11,Th,1500,1620,"Rm 2130B, Lift 19","CHAN, Yee Him"
2656a,LANG 1003S,English for University Studies II,T12,We,1500,1620,"Rm 2128B, Lift 19","TOOGOOD, Sarah"
2656b,LANG 1003S,English for University Studies II,T12,Fr,1500,1620,"Rm 2128B, Lift 19","TOOGOOD, Sarah"
2657a,LANG 1003S,English for University Studies II,T13,Tu,1630,1750,"Rm 2127C, Lift 19","YEW, Liza Sook Yee"
2657b,LANG 1003S,English for University Studies II,T13,Th,1630,1750,"Rm 2127C, Lift 19","YEW, Liza Sook Yee"
2658a,LANG 1003S,English for University Studies II,T14,Tu,1630,1750,"Rm 2128B, Lift 19","WONG, Elaine Suk Yi"
2658b,LANG 1003S,English for University Studies II,T14,Th,1630,1750,"Rm 2128B, Lift 19","WONG, Elaine Suk Yi"
2659a,LANG 1003S,English for University Studies II,T15,Tu,1630,1750,"Rm 2128C, Lift 19","HOPKINS, Mark"
2659b,LANG 1003S,English for University Studies II,T15,Th,1630,1750,"Rm 2128C, Lift 19","HOPKINS, Mark"
2660a,LANG 1003S,English for University Studies II,T16,Tu,1630,1750,"Rm 2129A, Lift 19","SIN, Kathy Mun Yee"
2660b,LANG 1003S,English for University Studies II,T16,Th,1630,1750,"Rm 2129A, Lift 19","SIN, Kathy Mun Yee"
2661a,LANG 1003S,English for University Studies II,T17,Tu,1330,1450,"Rm 2128C, Lift 19","RIDLEY, Alison Claire"
2661b,LANG 1003S,English for University Studies II,T17,Th,1330,1450,"Rm 2128C, Lift 19","RIDLEY, Alison Claire"
2662a,LANG 1003S,English for University Studies II,T18,We,1500,1620,"Rm 2127C, Lift 19","WONG, Kai Hung"
2662b,LANG 1003S,English for University Studies II,T18,Fr,1500,1620,"Rm 2127C, Lift 19","WONG, Kai Hung"
2663a,LANG 1003S,English for University Studies II,T19,Tu,1330,1450,"Rm 2129B, Lift 19","MAK, Linda Yeung Oi"
2663b,LANG 1003S,English for University Studies II,T19,Th,1330,1450,"Rm 2129B, Lift 19","MAK, Linda Yeung Oi"
2664a,LANG 1003S,English for University Studies II,T20,Tu,1330,1450,"Rm 2129C, Lift 19","YEUNG, Alex H.L."
2664b,LANG 1003S,English for University Studies II,T20,Th,1330,1450,"Rm 2129C, Lift 19","YEUNG, Alex H.L."
2665a,LANG 1003S,English for University Studies II,T21,Tu,1500,1620,"Rm 2128B, Lift 19","CHANG, Sue Chee Fong"
2665b,LANG 1003S,English for University Studies II,T21,Th,1500,1620,"Rm 2128B, Lift 19","CHANG, Sue Chee Fong"
2666a,LANG 1003S,English for University Studies II,T22,Tu,1500,1620,"Rm 2128C, Lift 19","YEW, Liza Sook Yee"
2666b,LANG 1003S,English for University Studies II,T22,Th,1500,1620,"Rm 2128C, Lift 19","YEW, Liza Sook Yee"
2667a,LANG 1003S,English for University Studies II,T23,Tu,1500,1620,"Rm 2129A, Lift 19","YEUNG, Alex H.L."
2667b,LANG 1003S,English for University Studies II,T23,Th,1500,1620,"Rm 2129A, Lift 19","YEUNG, Alex H.L."
2668a,LANG 1003S,English for University Studies II,T24,Tu,1500,1620,"Rm 2129B, Lift 19","YUNG, Hoi Hei"
2668b,LANG 1003S,English for University Studies II,T24,Th,1500,1620,"Rm 2129B, Lift 19","YUNG, Hoi Hei"
2669a,LANG 1003S,English for University Studies II,T25,Mo,0900,1020,"Rm 2127C, Lift 19","NG, Irene Wai Yee"
2669b,LANG 1003S,English for University Studies II,T25,We,0900,1020,"Rm 2127C, Lift 19","NG, Irene Wai Yee"
2670a,LANG 1003S,English for University Studies II,T26,Tu,1200,1320,"Rm 2128A, Lift 19","CHAN, Yee Him"
2670b,LANG 1003S,English for University Studies II,T26,Th,1200,1320,"Rm 2128A, Lift 19","CHAN, Yee Him"
2671a,LANG 1003S,English for University Studies II,T27,Tu,1200,1320,"Rm 2128B, Lift 19","SEK, Man Chi Ivy"
2671b,LANG 1003S,English for University Studies II,T27,Th,1200,1320,"Rm 2128B, Lift 19","SEK, Man Chi Ivy"
2672a,LANG 1003S,English for University Studies II,T28,Tu,1200,1320,"Rm 2128C, Lift 19","CHONG, Siu Chung"
2672b,LANG 1003S,English for University Studies II,T28,Th,1200,1320,"Rm 2128C, Lift 19","CHONG, Siu Chung"
2673a,LANG 1003S,English for University Studies II,T29,Tu,1200,1320,"Rm 2129A, Lift 19","CHAN, Jessica"
2673b,LANG 1003S,English for University Studies II,T29,Th,1200,1320,"Rm 2129A, Lift 19","CHAN, Jessica"
2674a,LANG 1003S,English for University Studies II,T30,Tu,1330,1450,"Rm 2127C, Lift 19","KWAN, Yuen Tung Gloria"
2674b,LANG 1003S,English for University Studies II,T30,Th,1330,1450,"Rm 2127C, Lift 19","KWAN, Yuen Tung Gloria"
2675a,LANG 1003S,English for University Studies II,T31,Tu,1330,1450,"Rm 2128A, Lift 19","NG, Irene Wai Yee"
2675b,LANG 1003S,English for University Studies II,T31,Th,1330,1450,"Rm 2128A, Lift 19","NG, Irene Wai Yee"
2676a,LANG 1003S,English for University Studies II,T32,Tu,1330,1450,"Rm 2128B, Lift 19","NORTHERN, Andrew Christopher"
2676b,LANG 1003S,English for University Studies II,T32,Th,1330,1450,"Rm 2128B, Lift 19","NORTHERN, Andrew Christopher"
2677a,LANG 1003S,English for University Studies II,T33,We,1500,1620,"Rm 2128A, Lift 19","POPLE, Jan"
2677b,LANG 1003S,English for University Studies II,T33,Fr,1500,1620,"Rm 2128A, Lift 19","POPLE, Jan"
2678a,LANG 1003S,English for University Studies II,T34,Tu,1030,1150,"Rm 2127A, Lift 19","RIDLEY, Alison Claire"
2678b,LANG 1003S,English for University Studies II,T34,Th,1030,1150,"Rm 2127A, Lift 19","RIDLEY, Alison Claire"
2679a,LANG 1003S,English for University Studies II,T35,Tu,1030,1150,"Rm 2127C, Lift 19","ALDRIDGE, Jacqueline"
2679b,LANG 1003S,English for University Studies II,T35,Th,1030,1150,"Rm 2127C, Lift 19","ALDRIDGE, Jacqueline"
2680a,LANG 1003S,English for University Studies II,T36,Tu,1030,1150,"Rm 2128A, Lift 19","WONG, Kai Hung"
2680b,LANG 1003S,English for University Studies II,T36,Th,1030,1150,"Rm 2128A, Lift 19","WONG, Kai Hung"
2681a,LANG 1003S,English for University Studies II,T37,Tu,1030,1150,"Rm 2128B, Lift 19","MAK, Linda Yeung Oi"
2681b,LANG 1003S,English for University Studies II,T37,Th,1030,1150,"Rm 2128B, Lift 19","MAK, Linda Yeung Oi"
2682a,LANG 1003S,English for University Studies II,T38,We,1630,1750,"Rm 2128B, Lift 19","CHENG, Wai Yi Rosita"
2682b,LANG 1003S,English for University Studies II,T38,Fr,1630,1750,"Rm 2128B, Lift 19","CHENG, Wai Yi Rosita"
2683a,LANG 1003S,English for University Studies II,T39,Tu,1030,1150,"Rm 2129A, Lift 19","CHAN, Yee Him"
2683b,LANG 1003S,English for University Studies II,T39,Th,1030,1150,"Rm 2129A, Lift 19","CHAN, Yee Him"
2684a,LANG 1003S,English for University Studies II,T40,Tu,1200,1320,"Rm 2127A, Lift 19","LAM, Toni"
2684b,LANG 1003S,English for University Studies II,T40,Th,1200,1320,"Rm 2127A, Lift 19","LAM, Toni"
2685a,LANG 1003S,English for University Studies II,T41,Mo,1500,1620,"Rm 2128C, Lift 19","YUNG, Hoi Hei"
2685b,LANG 1003S,English for University Studies II,T41,Fr,1030,1150,"Rm 2128C, Lift 19","YUNG, Hoi Hei"
2686a,LANG 1003S,English for University Studies II,T42,Mo,1500,1620,"Rm 2129A, Lift 19","CLAYTON, Anne Catherine"
2686b,LANG 1003S,English for University Studies II,T42,Fr,1030,1150,"Rm 2129A, Lift 19","CLAYTON, Anne Catherine"
2687a,LANG 1003S,English for University Studies II,T43,Tu,0900,1020,"Rm 2127A, Lift 19","WONG, Elaine Suk Yi"
2687b,LANG 1003S,English for University Studies II,T43,Th,0900,1020,"Rm 2127A, Lift 19","WONG, Elaine Suk Yi"
2688a,LANG 1003S,English for University Studies II,T44,Tu,0900,1020,"Rm 2127C, Lift 19","RIDLEY, Alison Claire"
2688b,LANG 1003S,English for University Studies II,T44,Th,0900,1020,"Rm 2127C, Lift 19","RIDLEY, Alison Claire"
2689a,LANG 1003S,English for University Studies II,T45,Tu,0900,1020,"Rm 2128A, Lift 19","CHONG, Siu Chung"
2689b,LANG 1003S,English for University Studies II,T45,Th,0900,1020,"Rm 2128A, Lift 19","CHONG, Siu Chung"
2690a,LANG 1003S,English for University Studies II,T46,Tu,0900,1020,"Rm 2128B, Lift 19","ALDRIDGE, Jacqueline"
2690b,LANG 1003S,English for University Studies II,T46,Th,0900,1020,"Rm 2128B, Lift 19","ALDRIDGE, Jacqueline"
2691a,LANG 1003S,English for University Studies II,T47,Tu,0900,1020,"Rm 2128C, Lift 19","YEW, Liza Sook Yee"
2691b,LANG 1003S,English for University Studies II,T47,Th,0900,1020,"Rm 2128C, Lift 19","YEW, Liza Sook Yee"
2692a,LANG 1003S,English for University Studies II,T48,Mo,1030,1150,"Rm 2131B, Lift 19","TSANG, Alfred Jones"
2692b,LANG 1003S,English for University Studies II,T48,We,1030,1150,"Rm 2131B, Lift 19","TSANG, Alfred Jones"
2693a,LANG 1003S,English for University Studies II,T49,Mo,1330,1450,"Rm 2128A, Lift 19","FOO, Pionie Kim Ling"
2693b,LANG 1003S,English for University Studies II,T49,Fr,0900,1020,"Rm 2128A, Lift 19","FOO, Pionie Kim Ling"
2694a,LANG 1003S,English for University Studies II,T50,Mo,1330,1450,"Rm 2128B, Lift 19","CLAYTON, Anne Catherine"
2694b,LANG 1003S,English for University Studies II,T50,Fr,0900,1020,"Rm 2128B, Lift 19","CLAYTON, Anne Catherine"
2695a,LANG 1003S,English for University Studies II,T51,We,1630,1750,"Rm 2127C, Lift 19","LEE, Hoi Ming"
2695b,LANG 1003S,English for University Studies II,T51,Fr,1630,1750,"Rm 2127C, Lift 19","LEE, Hoi Ming"
2696a,LANG 1003S,English for University Studies II,T52,Mo,1500,1620,"Rm 2129B, Lift 19","WONG, Kai Hung"
2696b,LANG 1003S,English for University Studies II,T52,Fr,1030,1150,"Rm 2129B, Lift 19","WONG, Kai Hung"
2697a,LANG 1003S,English for University Studies II,T53,Mo,1500,1620,"Rm 2127A, Lift 19","CHONG, Siu Chung"
2697b,LANG 1003S,English for University Studies II,T53,Fr,1030,1150,"Rm 2127A, Lift 19","CHONG, Siu Chung"
2698a,LANG 1003S,English for University Studies II,T54,We,1630,1750,"Rm 2127A, Lift 19","TOOGOOD, Sarah"
2698b,LANG 1003S,English for University Studies II,T54,Fr,1630,1750,"Rm 2127A, Lift 19","TOOGOOD, Sarah"
2699a,LANG 1003S,English for University Studies II,T55,Mo,1500,1620,"Rm 2128A, Lift 19","FOO, Pionie Kim Ling"
2699b,LANG 1003S,English for University Studies II,T55,Fr,1030,1150,"Rm 2128A, Lift 19","FOO, Pionie Kim Ling"
2700a,LANG 1003S,English for University Studies II,T56,Mo,1030,1150,"Rm 2128C, Lift 19","WONG, Elaine Suk Yi"
2700b,LANG 1003S,English for University Studies II,T56,We,1030,1150,"Rm 2128C, Lift 19","WONG, Elaine Suk Yi"
2701a,LANG 1003S,English for University Studies II,T57,We,1630,1750,"Rm 2128A, Lift 19","LEE, William Wai Lam"
2701b,LANG 1003S,English for University Studies II,T57,Fr,1630,1750,"Rm 2128A, Lift 19","LEE, William Wai Lam"
2702a,LANG 1003S,English for University Studies II,T58,Mo,1200,1320,"Rm 2128B, Lift 19","MA, Kwong Wai Bruce"
2702b,LANG 1003S,English for University Studies II,T58,We,1200,1320,"Rm 2128B, Lift 19","MA, Kwong Wai Bruce"
2703a,LANG 1003S,English for University Studies II,T59,Mo,1200,1320,"Rm 2128C, Lift 19","MEGAN, Melissa Jane"
2703b,LANG 1003S,English for University Studies II,T59,We,1200,1320,"Rm 2128C, Lift 19","MEGAN, Melissa Jane"
2704a,LANG 1003S,English for University Studies II,T60,Mo,1200,1320,"Rm 2129A, Lift 19","NORTHERN, Andrew Christopher"
2704b,LANG 1003S,English for University Studies II,T60,We,1200,1320,"Rm 2129A, Lift 19","NORTHERN, Andrew Christopher"
2705a,LANG 1003S,English for University Studies II,T61,Mo,1200,1320,"Rm 2129B, Lift 19","LAM, Toni"
2705b,LANG 1003S,English for University Studies II,T61,We,1200,1320,"Rm 2129B, Lift 19","LAM, Toni"
2706a,LANG 1003S,English for University Studies II,T62,Mo,1200,1320,"Rm 2129C, Lift 19","CHAN, Jessica"
2706b,LANG 1003S,English for University Studies II,T62,We,1200,1320,"Rm 2129C, Lift 19","CHAN, Jessica"
2707a,LANG 1003S,English for University Studies II,T63,Mo,1330,1450,"Rm 2129A, Lift 19","KWAN, Yuen Tung Gloria"
2707b,LANG 1003S,English for University Studies II,T63,Fr,0900,1020,"Rm 2129A, Lift 19","KWAN, Yuen Tung Gloria"
2708a,LANG 1003S,English for University Studies II,T64,Mo,1330,1450,"Rm 2127C, Lift 19","ALDRIDGE, Jacqueline"
2708b,LANG 1003S,English for University Studies II,T64,Fr,0900,1020,"Rm 2127C, Lift 19","ALDRIDGE, Jacqueline"
2709a,LANG 1003S,English for University Studies II,T65,Mo,1030,1150,"Rm 2129B, Lift 19","LADAO, Miguel Antonio"
2709b,LANG 1003S,English for University Studies II,T65,We,1030,1150,"Rm 2129B, Lift 19","LADAO, Miguel Antonio"
2710a,LANG 1003S,English for University Studies II,T66,Mo,1030,1150,"Rm 2129C, Lift 19","MA, Kwong Wai Bruce"
2710b,LANG 1003S,English for University Studies II,T66,We,1030,1150,"Rm 2129C, Lift 19","MA, Kwong Wai Bruce"
2711a,LANG 1003S,English for University Studies II,T67,Mo,1030,1150,"Rm 2130A, Lift 19","TANG, Kin Hun"
2711b,LANG 1003S,English for University Studies II,T67,We,1030,1150,"Rm 2130A, Lift 19","TANG, Kin Hun"
2712a,LANG 1003S,English for University Studies II,T68,Mo,0900,1020,"Rm 2126B, Lift 19","YEUNG, Alex H.L."
2712b,LANG 1003S,English for University Studies II,T68,We,0900,1020,"Rm 2126B, Lift 19","YEUNG, Alex H.L."
2713a,LANG 1003S,English for University Studies II,T69,We,1630,1750,"Rm 5501, Lift 25-26","LAWSON, Mark Alexander"
2713b,LANG 1003S,English for University Studies II,T69,Fr,1630,1750,"Rm 5501, Lift 25-26","LAWSON, Mark Alexander"
2714a,LANG 1112,Chinese Business Communication I,T01,Tu,0900,1020,"Rm 2132B, Lift 19","RAO, Yu Jing"
2714b,LANG 1112,Chinese Business Communication I,T01,Th,0900,1020,"Rm 2132B, Lift 19","RAO, Yu Jing"
2715a,LANG 1112,Chinese Business Communication I,T02,Mo,1200,1320,"Rm 2131C, Lift 19","RAO, Yu Jing"
2715b,LANG 1112,Chinese Business Communication I,T02,We,1200,1320,"Rm 2131C, Lift 19","RAO, Yu Jing"
2716a,LANG 1113,Effective Chinese Communication,T01,Tu,1500,1620,"Rm 2130C, Lift 19","RAO, Yu Jing"
2716b,LANG 1113,Effective Chinese Communication,T01,Th,1500,1620,"Rm 2130C, Lift 19","RAO, Yu Jing"
2717a,LANG 1113,Effective Chinese Communication,T02,Mo,0900,1020,"Rm 2126A, Lift 19","RAO, Yu Jing"
2717b,LANG 1113,Effective Chinese Communication,T02,We,0900,1020,"Rm 2126A, Lift 19","RAO, Yu Jing"
2718a,LANG 1113,Effective Chinese Communication,T03,We,1500,1620,"Rm 2129C, Lift 19","RAO, Yu Jing"
2718b,LANG 1113,Effective Chinese Communication,T03,Fr,1500,1620,"Rm 2129C, Lift 19","RAO, Yu Jing"
2719a,LANG 1113,Effective Chinese Communication,T04,We,1630,1750,"Rm 2129C, Lift 19","RAO, Yu Jing"
2719b,LANG 1113,Effective Chinese Communication,T04,Fr,1630,1750,"Rm 2129C, Lift 19","RAO, Yu Jing"
2720a,LANG 1113,Effective Chinese Communication,T05,Tu,1330,1450,"Rm 2127A, Lift 19","MOK, Helen W"
2720b,LANG 1113,Effective Chinese Communication,T05,Th,1330,1450,"Rm 2127A, Lift 19","MOK, Helen W"
2721a,LANG 1113,Effective Chinese Communication,T06,Tu,1500,1620,"Rm 2127A, Lift 19","CHUNG, Esther LC"
2721b,LANG 1113,Effective Chinese Communication,T06,Th,1500,1620,"Rm 2127A, Lift 19","CHUNG, Esther LC"
2723a,LANG 1113,Effective Chinese Communication,T08,We,1330,1450,"Rm 2131A, Lift 19","XU, Xiufen"
2723b,LANG 1113,Effective Chinese Communication,T08,Fr,1330,1450,"Rm 2131A, Lift 19","XU, Xiufen"
2724a,LANG 1113,Effective Chinese Communication,T09,Mo,1330,1450,"Rm 2126C, Lift 19","XU, Xiufen"
2724b,LANG 1113,Effective Chinese Communication,T09,Fr,0900,1020,"Rm 2126C, Lift 19","XU, Xiufen"
2725a,LANG 1113,Effective Chinese Communication,T10,Mo,1500,1620,"Rm 2126C, Lift 19","XU, Xiufen"
2725b,LANG 1113,Effective Chinese Communication,T10,Fr,1030,1150,"Rm 2126C, Lift 19","XU, Xiufen"
2726a,LANG 1113,Effective Chinese Communication,T11,Tu,0900,1020,"Rm 2126C, Lift 19","CHUNG, Esther LC"
2726b,LANG 1113,Effective Chinese Communication,T11,Th,0900,1020,"Rm 2126C, Lift 19","CHUNG, Esther LC"
2727a,LANG 1113,Effective Chinese Communication,T12,Tu,1030,1150,"Rm 2126C, Lift 19","MOK, Helen W"
2727b,LANG 1113,Effective Chinese Communication,T12,Th,1030,1150,"Rm 2126C, Lift 19","MOK, Helen W"
2728a,LANG 1113,Effective Chinese Communication,T13,We,1330,1450,"Rm 2131B, Lift 19","MOK, Helen W"
2728b,LANG 1113,Effective Chinese Communication,T13,Fr,1330,1450,"Rm 2131B, Lift 19","MOK, Helen W"
2729a,LANG 1113,Effective Chinese Communication,T14,Mo,1030,1150,"Rm 2129A, Lift 19","XU, Xiufen"
2729b,LANG 1113,Effective Chinese Communication,T14,We,1030,1150,"Rm 2129A, Lift 19","XU, Xiufen"
2730a,LANG 1113I,Effective Chinese Communication,T01,Tu,1630,1750,"Rm 2130B, Lift 19","MOK, Helen W"
2730b,LANG 1113I,Effective Chinese Communication,T01,Th,1630,1750,"Rm 2130B, Lift 19","MOK, Helen W"
2731a,LANG 1114,Critical Reading and Writing in Chinese,T01,Tu,1030,1150,"Rm 2126B, Lift 19","LAU, Wai Ling"
2731b,LANG 1114,Critical Reading and Writing in Chinese,T01,Th,1030,1150,"Rm 2126B, Lift 19","LAU, Wai Ling"
2732a,LANG 1114,Critical Reading and Writing in Chinese,T02,Tu,1030,1150,"Rm 2131A, Lift 19","WONG, Ngam Susan"
2732b,LANG 1114,Critical Reading and Writing in Chinese,T02,Th,1030,1150,"Rm 2131A, Lift 19","WONG, Ngam Susan"
2733a,LANG 1114,Critical Reading and Writing in Chinese,T03,We,1630,1750,"Rm 2126C, Lift 19","CHUNG, Esther LC"
2733b,LANG 1114,Critical Reading and Writing in Chinese,T03,Fr,1630,1750,"Rm 2126C, Lift 19","CHUNG, Esther LC"
2734a,LANG 1114,Critical Reading and Writing in Chinese,T04,Mo,0900,1020,"Rm 5501, Lift 25-26","LAU, Wai Ling"
2734b,LANG 1114,Critical Reading and Writing in Chinese,T04,We,0900,1020,"Rm 5501, Lift 25-26","LAU, Wai Ling"
2735a,LANG 1114,Critical Reading and Writing in Chinese,T05,Tu,1630,1750,"Rm 2126C, Lift 19","LI, Hung Ha Wendy"
2735b,LANG 1114,Critical Reading and Writing in Chinese,T05,Th,1630,1750,"Rm 2126C, Lift 19","LI, Hung Ha Wendy"
2736a,LANG 1114,Critical Reading and Writing in Chinese,T06,We,1330,1450,"Rm 2126C, Lift 19","LI, Hung Ha Wendy"
2736b,LANG 1114,Critical Reading and Writing in Chinese,T06,Fr,1330,1450,"Rm 2126C, Lift 19","LI, Hung Ha Wendy"
2737a,LANG 1114,Critical Reading and Writing in Chinese,T07,We,1500,1620,"Rm 2126C, Lift 19","WONG, Ngam Susan"
2737b,LANG 1114,Critical Reading and Writing in Chinese,T07,Fr,1500,1620,"Rm 2126C, Lift 19","WONG, Ngam Susan"
2738a,LANG 1114,Critical Reading and Writing in Chinese,T08,Mo,1330,1450,"Rm 2126B, Lift 19","CHUNG, Esther LC"
2738b,LANG 1114,Critical Reading and Writing in Chinese,T08,Fr,0900,1020,"Rm 2126B, Lift 19","CHUNG, Esther LC"
2739a,LANG 1114,Critical Reading and Writing in Chinese,T09,Mo,1500,1620,"Rm 2126B, Lift 19","LI, Hung Ha Wendy"
2739b,LANG 1114,Critical Reading and Writing in Chinese,T09,Fr,1030,1150,"Rm 2126B, Lift 19","LI, Hung Ha Wendy"
2740a,LANG 1114,Critical Reading and Writing in Chinese,T10,Tu,0900,1020,"Rm 2131A, Lift 19","WONG, Ngam Susan"
2740b,LANG 1114,Critical Reading and Writing in Chinese,T10,Th,0900,1020,"Rm 2131A, Lift 19","WONG, Ngam Susan"
2741a,LANG 1114,Critical Reading and Writing in Chinese,T11,Tu,1200,1320,"Rm 2129C, Lift 19","XU, Xiufen"
2741b,LANG 1114,Critical Reading and Writing in Chinese,T11,Th,1200,1320,"Rm 2129C, Lift 19","XU, Xiufen"
2742a,LANG 1114,Critical Reading and Writing in Chinese,T12,Tu,1200,1320,"Rm 2126B, Lift 19","LAU, Wai Ling"
2742b,LANG 1114,Critical Reading and Writing in Chinese,T12,Th,1200,1320,"Rm 2126B, Lift 19","LAU, Wai Ling"
2743a,LANG 1114,Critical Reading and Writing in Chinese,T13,Tu,1330,1450,"Rm 2126B, Lift 19","CHUNG, Esther LC"
2743b,LANG 1114,Critical Reading and Writing in Chinese,T13,Th,1330,1450,"Rm 2126B, Lift 19","CHUNG, Esther LC"
2744a,LANG 1114,Critical Reading and Writing in Chinese,T14,Tu,1500,1620,"Rm 2127C, Lift 19","XU, Xiufen"
2744b,LANG 1114,Critical Reading and Writing in Chinese,T14,Th,1500,1620,"Rm 2127C, Lift 19","XU, Xiufen"
2745a,LANG 1114,Critical Reading and Writing in Chinese,T15,Mo,1030,1150,"Rm 2131A, Lift 19","WONG, Ngam Susan"
2745b,LANG 1114,Critical Reading and Writing in Chinese,T15,We,1030,1150,"Rm 2131A, Lift 19","WONG, Ngam Susan"
2746a,LANG 1114,Critical Reading and Writing in Chinese,T16,Mo,1200,1320,"Rm 2126C, Lift 19","CHUNG, Esther LC"
2746b,LANG 1114,Critical Reading and Writing in Chinese,T16,We,1200,1320,"Rm 2126C, Lift 19","CHUNG, Esther LC"
2747a,LANG 1115,Critical Reading and Speaking in Chinese,T01,Mo,1500,1620,"Rm 2132A, Lift 19","LAU, Wai Ling"
2747b,LANG 1115,Critical Reading and Speaking in Chinese,T01,Fr,1030,1150,"Rm 2132A, Lift 19","LAU, Wai Ling"
2748a,LANG 1115,Critical Reading and Speaking in Chinese,T02,Mo,0900,1020,"Rm 5493, Lift 25-26","LI, Hung Ha Wendy"
2748b,LANG 1115,Critical Reading and Speaking in Chinese,T02,We,0900,1020,"Rm 5493, Lift 25-26","LI, Hung Ha Wendy"
2749a,LANG 1115,Critical Reading and Speaking in Chinese,T03,We,1500,1620,"Rm 2126B, Lift 19","REN, Tao"
2749b,LANG 1115,Critical Reading and Speaking in Chinese,T03,Fr,1500,1620,"Rm 2126B, Lift 19","REN, Tao"
2750a,LANG 1115,Critical Reading and Speaking in Chinese,T04,We,1630,1750,"Rm 2126B, Lift 19","REN, Tao"
2750b,LANG 1115,Critical Reading and Speaking in Chinese,T04,Fr,1630,1750,"Rm 2126B, Lift 19","REN, Tao"
2751a,LANG 1115,Critical Reading and Speaking in Chinese,T05,Tu,1330,1450,"Rm 2126C, Lift 19","REN, Tao"
2751b,LANG 1115,Critical Reading and Speaking in Chinese,T05,Th,1330,1450,"Rm 2126C, Lift 19","REN, Tao"
2752a,LANG 1115,Critical Reading and Speaking in Chinese,T06,Tu,1500,1620,"Rm 2126C, Lift 19","LI, Hung Ha Wendy"
2752b,LANG 1115,Critical Reading and Speaking in Chinese,T06,Th,1500,1620,"Rm 2126C, Lift 19","LI, Hung Ha Wendy"
2753a,LANG 1115,Critical Reading and Speaking in Chinese,T07,Tu,1630,1750,"Rm 2126B, Lift 19","LAU, Wai Ling"
2753b,LANG 1115,Critical Reading and Speaking in Chinese,T07,Th,1630,1750,"Rm 2126B, Lift 19","LAU, Wai Ling"
2754a,LANG 1115,Critical Reading and Speaking in Chinese,T08,Mo,1330,1450,"Rm 2131C, Lift 19","ZHOU, Tong"
2754b,LANG 1115,Critical Reading and Speaking in Chinese,T08,Fr,0900,1020,"Rm 2131C, Lift 19","ZHOU, Tong"
2755a,LANG 1115,Critical Reading and Speaking in Chinese,T09,Mo,1200,1320,"Rm 2126B, Lift 19","LAU, Wai Ling"
2755b,LANG 1115,Critical Reading and Speaking in Chinese,T09,We,1200,1320,"Rm 2126B, Lift 19","LAU, Wai Ling"
2756a,LANG 1115,Critical Reading and Speaking in Chinese,T10,Mo,1330,1450,"Rm 2126A, Lift 19","LI, Hung Ha Wendy"
2756b,LANG 1115,Critical Reading and Speaking in Chinese,T10,Fr,0900,1020,"Rm 2126A, Lift 19","LI, Hung Ha Wendy"
2757a,LANG 1115,Critical Reading and Speaking in Chinese,T11,Mo,1500,1620,"Rm 2126A, Lift 19","REN, Tao"
2757b,LANG 1115,Critical Reading and Speaking in Chinese,T11,Fr,1030,1150,"Rm 2126A, Lift 19","REN, Tao"
2758a,LANG 1115,Critical Reading and Speaking in Chinese,T12,Tu,0900,1020,"Rm 2126A, Lift 19","ZHOU, Tong"
2758b,LANG 1115,Critical Reading and Speaking in Chinese,T12,Th,0900,1020,"Rm 2126A, Lift 19","ZHOU, Tong"
2759a,LANG 1115,Critical Reading and Speaking in Chinese,T13,Tu,1030,1150,"Rm 2132B, Lift 19","ZHOU, Tong"
2759b,LANG 1115,Critical Reading and Speaking in Chinese,T13,Th,1030,1150,"Rm 2132B, Lift 19","ZHOU, Tong"
2760a,LANG 1115,Critical Reading and Speaking in Chinese,T14,Tu,1200,1320,"Rm 2126A, Lift 19","LI, Hung Ha Wendy"
2760b,LANG 1115,Critical Reading and Speaking in Chinese,T14,Th,1200,1320,"Rm 2126A, Lift 19","LI, Hung Ha Wendy"
2761a,LANG 1115,Critical Reading and Speaking in Chinese,T15,We,1330,1450,"Rm 2126B, Lift 19","LAU, Wai Ling"
2761b,LANG 1115,Critical Reading and Speaking in Chinese,T15,Fr,1330,1450,"Rm 2126B, Lift 19","LAU, Wai Ling"
3701a,LANG 1115,Critical Reading and Speaking in Chinese,T16,Mo,1200,1320,"Rm 2130A, Lift 19","NUO, Min"
3701b,LANG 1115,Critical Reading and Speaking in Chinese,T16,We,1200,1320,"Rm 2130A, Lift 19","NUO, Min"
2762a,LANG 1120,Chinese for Non-Chinese Language Background Students I,T01,Tu,1500,1620,"Rm 2131A, Lift 19","NUO, Min"
2762b,LANG 1120,Chinese for Non-Chinese Language Background Students I,T01,Th,1500,1620,"Rm 2131A, Lift 19","NUO, Min"
2763a,LANG 1120,Chinese for Non-Chinese Language Background Students I,T02,Tu,1330,1450,"Rm 2131A, Lift 19","WONG, Ngam Susan"
